remark,"CSV-Import-Export"
remark,"Date = Thu Jun 25 18:33:18 2026"
remark,"Version = RSLogix 5000 v33.00"
remark,"Owner = Laitram LLC"
remark,"Company = Laitram LLC"
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,PIO12_420:I,"","AB:1734_10SLOT:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,PIO12_420:O,"","AB:1734_10SLOT:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,VB20_6:I,"","SM:EX260_SEN1:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,VB20_6:O,"","SM:EX260_SEN1:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DRV11_701:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DRV11_701:I,"","AB:ETHERNET_MODULE_INT_32Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DRV11_701:O,"","AB:ETHERNET_MODULE_INT_32Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,VB20_2:I,"","SM:EX260_SEN1:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,VB20_2:O,"","SM:EX260_SEN1:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,VB20_5:I,"","SM:EX260_SEN1:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,VB20_5:O,"","SM:EX260_SEN1:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_13:C,"","AB:1732E_IB8SOE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_13:I,"","AB:1732_IB8SOE:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_13:O,"","AB:1732_IB8SOE:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_21:C,"","AB:1732E_IB8SOE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_21:I,"","AB:1732_IB8SOE:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_21:O,"","AB:1732_IB8SOE:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RBT10_755:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RBT10_755:I,"","AB:ETHERNET_MODULE_SINT_33Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,RBT10_755:O,"","AB:ETHERNET_MODULE_SINT_30Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_8:C,"","AB:1732E_IB8SOE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_8:I,"","AB:1732_IB8SOE:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_8:O,"","AB:1732_IB8SOE:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_20:C,"","AB:1732E_IB8SOE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_20:I,"","AB:1732_IB8SOE:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_20:O,"","AB:1732_IB8SOE:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_5:C,"","AB:1732E_IB8SOE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_5:I,"","AB:1732_IB8SOE:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_5:O,"","AB:1732_IB8SOE:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,VB20_4:I,"","SM:EX260_SEN1:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,VB20_4:O,"","SM:EX260_SEN1:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_1:C,"","AB:1732E_IB8SOE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_1:I,"","AB:1732_IB8SOE:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_1:O,"","AB:1732_IB8SOE:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_15:C,"","AB:1732E_IB8SOE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_15:I,"","AB:1732_IB8SOE:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_15:O,"","AB:1732_IB8SOE:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,PIO10_440:1:I,"","AB:1734_IB8S_Safety4:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PIO10_440:1:O,"","AB:1734_IB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PIO10_440:2:I,"","AB:1734_OB8S_Safety1:I:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PIO10_440:2:O,"","AB:1734_OB8S:O:0","","(Class := Safety, ExternalAccess := Read/Write)"
TAG,,PIO10_440:3:C,"","AB:1734_DI8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,PIO10_440:3:I,"","","PIO10_440:I.Data[3]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,PIO10_440:4:C,"","AB:1734_DOB8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,PIO10_440:4:I,"","","PIO10_440:I.Data[4]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,PIO10_440:4:O,"","","PIO10_440:O.Data[4]","(RADIX := Binary, ExternalAccess := Read/Write)"
COMMENT,,PIO10_440:4:O,"Motor 1",,"PIO10_440:4:O.2"
COMMENT,,PIO10_440:4:O,"Motor 2",,"PIO10_440:4:O.3"
COMMENT,,PIO10_440:4:O,"Motor 3",,"PIO10_440:4:O.4"
COMMENT,,PIO10_440:4:O,"Motor 4",,"PIO10_440:4:O.5"
COMMENT,,PIO10_440:4:O,"Motor 5",,"PIO10_440:4:O.6"
COMMENT,,PIO10_440:4:O,"Motor 6",,"PIO10_440:4:O.7"
TAG,,PIO10_440:5:C,"","AB:1734_DOB8:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
ALIAS,,PIO10_440:5:I,"","","PIO10_440:I.Data[5]","(RADIX := Binary, ExternalAccess := Read/Write)"
ALIAS,,PIO10_440:5:O,"","","PIO10_440:O.Data[5]","(RADIX := Binary, ExternalAccess := Read/Write)"
TAG,,PIO10_440:I,"","AB:1734_6SLOT:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,PIO10_440:O,"","AB:1734_6SLOT:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_10:C,"","AB:1732E_IB8SOE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_10:I,"","AB:1732_IB8SOE:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_10:O,"","AB:1732_IB8SOE:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_22:C,"","AB:1732E_IB8SOE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_22:I,"","AB:1732_IB8SOE:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_22:O,"","AB:1732_IB8SOE:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,VAC10_860:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,VAC10_860:I,"","AB:ETHERNET_MODULE_SINT_34Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,VAC10_860:O,"","AB:ETHERNET_MODULE_SINT_74Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_4:C,"","AB:1732E_IB8SOE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_4:I,"","AB:1732_IB8SOE:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_4:O,"","AB:1732_IB8SOE:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,VB20_3:I,"","SM:EX260_SEN1:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,VB20_3:O,"","SM:EX260_SEN1:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_9:C,"","AB:1732E_IB8SOE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_9:I,"","AB:1732_IB8SOE:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,IB10_9:O,"","AB:1732_IB8SOE:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DRV10_712:C,"","AB:ETHERNET_MODULE:C:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,DRV10_712:I,"","AB:ETHERNET_MODULE_INT_96Bytes:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
COMMENT,,DRV10_712:I,"Drive1",,"DRV10_712:I.DATA[8]"
COMMENT,,DRV10_712:I,"Drive2",,"DRV10_712:I.DATA[16]"
COMMENT,,DRV10_712:I,"Drive3",,"DRV10_712:I.DATA[24]"
TAG,,DRV10_712:O,"","AB:ETHERNET_MODULE_INT_96Bytes:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,ENET10_490:1:C,"","AB:1769_HSC:C:1","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,ENET10_490:1:I,"","AB:1769_HSC:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,ENET10_490:1:O,"","AB:1769_HSC:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,ENET10_490:2:C,"","AB:1769_HSC:C:1","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,ENET10_490:2:I,"","AB:1769_HSC:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,ENET10_490:2:O,"","AB:1769_HSC:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,ENET10_490:3:C,"","AB:1769_HSC:C:1","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,ENET10_490:3:I,"","AB:1769_HSC:I:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,ENET10_490:3:O,"","AB:1769_HSC:O:0","","(Class := Standard, ExternalAccess := Read/Write)"
TAG,,Box1_Incoming_Flag,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Box2_Incoming_Flag,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Box3_Incoming_Flag,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Box4_Incoming_Flag,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CC_in,"","vm56_input","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,CC_in,"Pin 1 Orientation$N0 = No Data$N1 = Correct$N2 = Incorrect$N3 = Reject",,"CC_in.INSPECTIONRESULTS[10]"
COMMENT,,CC_in,"Pin 2 Orientation$N0 = No Data$N1 = Correct$N2 = Incorrect$N3 = Reject",,"CC_in.INSPECTIONRESULTS[11]"
COMMENT,,CC_in,"Top  LEFT Score",,"CC_in.INSPECTIONRESULTS[12]"
TAG,,CC_out,"","vm56_output","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Clear_Reject_Count_RollerTest,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DRV10_712,"","udtRCON","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,EW_TP,"","SINT","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FromStandardPLC,"","udt_ToFrom_SafetyPLC","","(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,FromStandardPLC,"Mold 1 EOAT Crash Sensors",,"FromStandardPLC.SPAREBIT16"
COMMENT,,FromStandardPLC,"Mold 2 EOAT Crash Sensors",,"FromStandardPLC.SPAREBIT17"
TAG,,gFaultModCheck,"","COUNTER[10]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Global,"","udtglobal","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,gRunningErrorCheck,"","COUNTER","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,I10_420_1,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_420_1,"High Voltage Encl E-Stop Ch 1",,"I10_420_1[0]"
COMMENT,,I10_420_1,"High Voltage Encl E-Stop Ch 2",,"I10_420_1[1]"
COMMENT,,I10_420_1,"Auto Sta HMI 1 E-Stop Ch 1",,"I10_420_1[2]"
COMMENT,,I10_420_1,"Auto Sta HMI 1 E-Stop Ch 2",,"I10_420_1[3]"
COMMENT,,I10_420_1,"Assy Mid Door E-Stop Ch 1",,"I10_420_1[4]"
COMMENT,,I10_420_1,"Assy Mid Door E-Stop Ch 2",,"I10_420_1[5]"
COMMENT,,I10_420_1,"Assy End Door E-Stop Ch 1",,"I10_420_1[6]"
COMMENT,,I10_420_1,"Assy End Door E-Stop Ch 2",,"I10_420_1[7]"
TAG,,I10_420_10,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_420_10,"Roller Feeder FC2000 Ready for Operation",,"I10_420_10[0]"
COMMENT,,I10_420_10,"Roller Feeder Filling Level Storage Conv",,"I10_420_10[1]"
COMMENT,,I10_420_10,"Roller Feeder Filling Level Feeding Belt",,"I10_420_10[2]"
COMMENT,,I10_420_10,"Roller Feeder Filling Level Storage",,"I10_420_10[3]"
COMMENT,,I10_420_10,"Roller Feeder Stop Position Step Feeder",,"I10_420_10[4]"
COMMENT,,I10_420_10,"Roller Feeder Filling Level Puffer Track 1",,"I10_420_10[5]"
COMMENT,,I10_420_10,"Roller Feeder Filling Level Puffer Track 2",,"I10_420_10[6]"
COMMENT,,I10_420_10,"Roller Feeder Control Panel Motor OL Fault",,"I10_420_10[7]"
TAG,,I10_420_11,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_420_11,"Roller Feeder Spare Input",,"I10_420_11[0]"
COMMENT,,I10_420_11,"Roller Hopper IFM",,"I10_420_11[0].INPUT"
COMMENT,,I10_420_11,"Roller Feeder Spare Input",,"I10_420_11[1]"
COMMENT,,I10_420_11,"Roller Feeder Spare Input",,"I10_420_11[2]"
COMMENT,,I10_420_11,"Roller Feeder Spare Input",,"I10_420_11[3]"
COMMENT,,I10_420_11,"Pin Feeder FC2000 Ready for Operation",,"I10_420_11[4]"
COMMENT,,I10_420_11,"Pin Feeder Filling Level Storage",,"I10_420_11[5]"
COMMENT,,I10_420_11,"Pin Feeder Filling Level Puffer Track 1",,"I10_420_11[6]"
COMMENT,,I10_420_11,"Pin Feeder Filling Level Puffer Track 2",,"I10_420_11[7]"
TAG,,I10_420_12,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_420_12,"Pin Feeder Control Panel Motor OL Fault",,"I10_420_12[0]"
COMMENT,,I10_420_12,"Pin Feeder Spare Input",,"I10_420_12[1]"
COMMENT,,I10_420_12,"Pin Feeder Spare Input",,"I10_420_12[2]"
COMMENT,,I10_420_12,"Pin Feeder Spare Input",,"I10_420_12[3]"
COMMENT,,I10_420_12,"Pin Feeder Spare Input",,"I10_420_12[4]"
COMMENT,,I10_420_12,"Pin Feeder Spare Input",,"I10_420_12[5]"
COMMENT,,I10_420_12,"Pin Feeder Spare Input",,"I10_420_12[6]"
COMMENT,,I10_420_12,"Pin Feeder Spare Input",,"I10_420_12[7]"
TAG,,I10_420_13,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_420_13,"Spare Input",,"I10_420_13[0]"
COMMENT,,I10_420_13,"Spare Input",,"I10_420_13[1]"
COMMENT,,I10_420_13,"Spare Input",,"I10_420_13[2]"
COMMENT,,I10_420_13,"Spare Input",,"I10_420_13[3]"
COMMENT,,I10_420_13,"Spare Input",,"I10_420_13[4]"
COMMENT,,I10_420_13,"Spare Input",,"I10_420_13[5]"
COMMENT,,I10_420_13,"Spare Input",,"I10_420_13[6]"
COMMENT,,I10_420_13,"Spare Input",,"I10_420_13[7]"
TAG,,I10_420_2,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_420_2,"Assy Mid Door Fdbk Ch 1",,"I10_420_2[0]"
COMMENT,,I10_420_2,"Assy Mid Door Fdbk Ch 2",,"I10_420_2[1]"
COMMENT,,I10_420_2,"Assy End Door Fdbk Ch 1",,"I10_420_2[2]"
COMMENT,,I10_420_2,"Assy End Door Fdbk Ch 2",,"I10_420_2[3]"
COMMENT,,I10_420_2,"Pin Load Robot E-Stop Ch 1",,"I10_420_2[4]"
COMMENT,,I10_420_2,"Pin Load Robot E-Stop Ch 2",,"I10_420_2[5]"
COMMENT,,I10_420_2,"Auto Sta Main Air Fdbk Ch 1",,"I10_420_2[6]"
COMMENT,,I10_420_2,"Auto Sta Main Air Fdbk Ch 2",,"I10_420_2[7]"
TAG,,I10_420_3,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_420_3,"Pin Load Robot E-Stop Relay EDM Fdbk",,"I10_420_3[0]"
COMMENT,,I10_420_3,"Auto Sta Zone Safety Relays 1A EDM Fdbk",,"I10_420_3[1]"
COMMENT,,I10_420_3,"Auto Sta Zone Safety Relays 1B EDM Fdbk",,"I10_420_3[2]"
COMMENT,,I10_420_3,"Conv & Elevator Drive Safety Relays EDM Fdbk",,"I10_420_3[3]"
COMMENT,,I10_420_3,"MagneMotion Propulsion Power Relays EDM Fdbk",,"I10_420_3[4]"
COMMENT,,I10_420_3,"Spare Safe Input",,"I10_420_3[5]"
COMMENT,,I10_420_3,"Spare Safe Input",,"I10_420_3[6]"
COMMENT,,I10_420_3,"Spare Safe Input",,"I10_420_3[7]"
TAG,,I10_420_6,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_420_6,"Auto Sta High Voltage Encl Spare PB",,"I10_420_6[0]"
COMMENT,,I10_420_6,"Auto Sta High Voltage Encl Stop PB",,"I10_420_6[1]"
COMMENT,,I10_420_6,"Auto Sta High Voltage Encl Reset PB",,"I10_420_6[2]"
COMMENT,,I10_420_6,"Auto Sta High Voltage Encl Power On PB",,"I10_420_6[3]"
COMMENT,,I10_420_6,"Auto Sta HMI 1 Start PB",,"I10_420_6[4]"
COMMENT,,I10_420_6,"Auto Sta HMI 1 Stop PB",,"I10_420_6[5]"
COMMENT,,I10_420_6,"Auto Sta HMI 1 Reset PB",,"I10_420_6[6]"
COMMENT,,I10_420_6,"Auto Sta HMI 1 Power On PB",,"I10_420_6[7]"
TAG,,I10_420_7,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_420_7,"Auto Sta HMI 1 Spare Button PB",,"I10_420_7[0]"
COMMENT,,I10_420_7,"Auto Sta HMI 1 Spare Button PB",,"I10_420_7[1]"
COMMENT,,I10_420_7,"Auto Sta Assy Mid Door Cycle Start PB",,"I10_420_7[2]"
COMMENT,,I10_420_7,"Auto Sta Assy Mid Door Entry Request PB",,"I10_420_7[3]"
COMMENT,,I10_420_7,"Auto Sta Assy Mid Door Locked",,"I10_420_7[4]"
COMMENT,,I10_420_7,"Auto Sta Assy Mid Door Unlocked",,"I10_420_7[5]"
COMMENT,,I10_420_7,"Auto Sta Assy End Door Cycle Start PB",,"I10_420_7[6]"
COMMENT,,I10_420_7,"Auto Sta Assy End Door Entry Request PB",,"I10_420_7[7]"
TAG,,I10_420_8,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_420_8,"Auto Sta Assy End Door Locked",,"I10_420_8[0]"
COMMENT,,I10_420_8,"Auto Sta Assy End Door Unlocked",,"I10_420_8[1]"
COMMENT,,I10_420_8,"Auto Sta Air Prep Pressure Ok",,"I10_420_8[2]"
COMMENT,,I10_420_8,"Spare Input",,"I10_420_8[3]"
COMMENT,,I10_420_8,"Auto Sta Empty Conv Motor 1 Alarm",,"I10_420_8[4]"
COMMENT,,I10_420_8,"Auto Sta Empty Conv Motor 2 Alarm",,"I10_420_8[5]"
COMMENT,,I10_420_8,"Auto Sta Empty Conv Motor 3 Alarm",,"I10_420_8[6]"
COMMENT,,I10_420_8,"Auto Sta Empty Conv Motor 4 Alarm",,"I10_420_8[7]"
TAG,,I10_420_9,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_420_9,"Auto Sta Full Conv Motor 1 Alarm",,"I10_420_9[0]"
COMMENT,,I10_420_9,"Auto Sta Full Conv Motor 2 Alarm",,"I10_420_9[1]"
COMMENT,,I10_420_9,"Auto Sta Full Conv Motor 3 Alarm",,"I10_420_9[2]"
COMMENT,,I10_420_9,"Auto Sta Full Conv Motor 4 Alarm",,"I10_420_9[3]"
COMMENT,,I10_420_9,"Auto Sta Elevator Conv Motor 1 Alarm",,"I10_420_9[4]"
COMMENT,,I10_420_9,"Auto Sta Elevator Conv Motor 2 Alarm",,"I10_420_9[5]"
COMMENT,,I10_420_9,"Auto Sta Elevator Conv Motor 3 Alarm",,"I10_420_9[6]"
COMMENT,,I10_420_9,"Auto Sta Elevator Conv Motor 4 Alarm",,"I10_420_9[7]"
TAG,,I10_440_1,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_440_1,"Auto Station Zone Safety Relay",,"I10_440_1[0]"
COMMENT,,I10_440_1,"Spare Safety Input",,"I10_440_1[1]"
COMMENT,,I10_440_1,"Spare Input",,"I10_440_1[2]"
COMMENT,,I10_440_1,"Spare Input",,"I10_440_1[3]"
COMMENT,,I10_440_1,"Spare Input",,"I10_440_1[4]"
COMMENT,,I10_440_1,"Spare Input",,"I10_440_1[5]"
COMMENT,,I10_440_1,"Spare Input",,"I10_440_1[6]"
COMMENT,,I10_440_1,"Spare Input",,"I10_440_1[7]"
TAG,,I10_440_3,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_440_3,"Spare Input",,"I10_440_3[0]"
COMMENT,,I10_440_3,"Spare Input",,"I10_440_3[1]"
COMMENT,,I10_440_3,"Spare Input",,"I10_440_3[2]"
COMMENT,,I10_440_3,"Spare Input",,"I10_440_3[3]"
COMMENT,,I10_440_3,"Spare Input",,"I10_440_3[4]"
COMMENT,,I10_440_3,"Spare Input",,"I10_440_3[5]"
COMMENT,,I10_440_3,"Spare Input",,"I10_440_3[6]"
COMMENT,,I10_440_3,"Spare Input",,"I10_440_3[7]"
TAG,,I10_460_1,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_460_1,"Auto Sta HMI 2 E-Stop Ch 1",,"I10_460_1[0]"
COMMENT,,I10_460_1,"Auto Sta HMI 2 E-Stop Ch 2",,"I10_460_1[1]"
COMMENT,,I10_460_1,"Offload Door E-Stop Ch 1",,"I10_460_1[2]"
COMMENT,,I10_460_1,"Offload Door E-Stop Ch 2",,"I10_460_1[3]"
COMMENT,,I10_460_1,"Offload Door Fdbk Ch 1",,"I10_460_1[4]"
COMMENT,,I10_460_1,"Offload Door Fdbk Ch 2",,"I10_460_1[5]"
COMMENT,,I10_460_1,"Offload Robot E-Stop Ch 1",,"I10_460_1[6]"
COMMENT,,I10_460_1,"Offload Robot E-Stop Ch 2",,"I10_460_1[7]"
TAG,,I10_460_2,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_460_2,"Offload Robot E-Stop Relays Fdbk",,"I10_460_2[0]"
COMMENT,,I10_460_2,"Auto Sta Zone Safety Relays 1D EDM Fdbk",,"I10_460_2[1]"
COMMENT,,I10_460_2,"Spare Safety Input",,"I10_460_2[2]"
COMMENT,,I10_460_2,"Spare Safety Input",,"I10_460_2[3]"
COMMENT,,I10_460_2,"Spare Safety Input",,"I10_460_2[4]"
COMMENT,,I10_460_2,"Spare Safety Input",,"I10_460_2[5]"
COMMENT,,I10_460_2,"Spare Safety Input",,"I10_460_2[6]"
COMMENT,,I10_460_2,"Spare Safety Input",,"I10_460_2[7]"
TAG,,I10_460_3,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_460_3,"Spare Safety Input",,"I10_460_3[0]"
COMMENT,,I10_460_3,"Spare Safety Input",,"I10_460_3[1]"
COMMENT,,I10_460_3,"Spare Safety Input",,"I10_460_3[2]"
COMMENT,,I10_460_3,"Spare Safety Input",,"I10_460_3[3]"
COMMENT,,I10_460_3,"Spare Safety Input",,"I10_460_3[4]"
COMMENT,,I10_460_3,"Spare Safety Input",,"I10_460_3[5]"
COMMENT,,I10_460_3,"Spare Safety Input",,"I10_460_3[6]"
COMMENT,,I10_460_3,"Spare Safety Input",,"I10_460_3[7]"
TAG,,I10_460_5,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_460_5,"Auto Sta Offload Door Cycle Start",,"I10_460_5[0]"
COMMENT,,I10_460_5,"Auto Sta Offload Door Entry Request",,"I10_460_5[1]"
COMMENT,,I10_460_5,"Auto Sta Offload Door Locked",,"I10_460_5[2]"
COMMENT,,I10_460_5,"Auto Sta Offload Door UnLocked",,"I10_460_5[3]"
COMMENT,,I10_460_5,"Module on Pallet at Station 70",,"I10_460_5[4]"
COMMENT,,I10_460_5,"Spare Input",,"I10_460_5[5]"
COMMENT,,I10_460_5,"Spare Input",,"I10_460_5[6]"
COMMENT,,I10_460_5,"Spare Input",,"I10_460_5[7]"
TAG,,I10_460_6,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_460_6,"Auto Sta HMI2 Start",,"I10_460_6[0]"
COMMENT,,I10_460_6,"Auto Sta HMI2 Stop",,"I10_460_6[1]"
COMMENT,,I10_460_6,"Auto Sta HMI2 Reset",,"I10_460_6[2]"
COMMENT,,I10_460_6,"Auto Sta HMI2 Power On",,"I10_460_6[3]"
COMMENT,,I10_460_6,"Auto Sta HMI2 Spare Button",,"I10_460_6[4]"
COMMENT,,I10_460_6,"Auto Sta HMI2 Spare Button",,"I10_460_6[5]"
COMMENT,,I10_460_6,"Spare",,"I10_460_6[6]"
COMMENT,,I10_460_6,"Spare",,"I10_460_6[7]"
TAG,,I10_480_1,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,I10_480_4,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I10_480_4,"Main Panel$NStation Reset",,"I10_480_4[2].INPUT"
COMMENT,,I10_480_4,"Main Panel$NPower Control Reset / Safety reset",,"I10_480_4[3].INPUT"
TAG,,I10_480_5,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,I10_480_6,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,I10_490_1,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,I10_490_2,"","udtdi[8]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
